x,y,class
-0.23626330470294674,1.0876177007368693,1
0.0705080480673285,0.9740798302602194,1
-0.7266435951824817,0.6870553923840327,1
-0.08437137726590141,0.9033314521575189,1
-0.2655483769803405,0.7805598904610782,1
-0.7593250838706552,-0.5360362967783019,0
-0.8262849293031436,-0.8930319764620508,0
0.5243589366659241,0.2704022692392719,0
0.7770972210624226,-0.17492012521523678,1
-0.6260083999914275,-0.7999798844743826,0
0.7451541885736666,-0.8803522836928063,1
0.20506224307473486,0.05348119177493016,0
0.5776535457029115,-0.4335740359233071,1
0.1290657198936881,-0.5710875724160285,1
0.5178166026256799,0.6536412566162974,0
0.37494553068534703,-0.7258886638531497,1
-0.5079297882594508,0.28895835657882474,1
0.5597173291559165,0.6973856888703821,0
0.4168388794551443,-0.6147240734622198,1
0.8919347377595684,-0.9712061874841842,1
0.05332121749333049,-0.1350535500930777,1
0.7251748858295305,-0.1433098729245192,1
1.0846736326254138,-0.3613237909286692,1
-0.03806176482377792,0.06370113276875292,1
-0.9545256313726972,-0.3794100691316096,0
0.27723124323641957,0.7626363779220349,0
0.48725091698363365,-0.7673604971780892,1
0.2679091578728867,0.05200698632426504,0
-0.6817360170262339,-0.2558885769236263,0
0.7656325342410293,0.5738420132833153,0
0.14482093450962497,-0.8070873620387282,1
0.3159527115623269,-0.4413966869720977,1
0.059341239164180624,0.7015880625738548,0
-0.4798412780552681,-0.14355348130204176,0
0.7139498331341643,-0.05590541273702579,1
-0.020595211567917156,0.2521904478981146,1
-0.38321101007217856,-0.2483607910519835,0
0.8281385488064442,0.5884348619170736,0
0.5687305406648133,0.42166662653981607,0
0.14233196429251915,-0.5307742978960382,1
-0.6653193643387744,-0.5850444515958428,0
-0.8661683581298119,-0.16571893786961445,0
0.6856189549224456,-0.23494525470261812,1
0.5377000762407663,-0.9769894666426523,1
-0.3940243666850046,0.25136448246057375,1
0.18843148436508986,0.05099125300956328,0
0.878589897869849,-1.094630756874021,1
0.023360633604646526,0.0633913268039665,1
-0.11457965903563538,-0.6509319377795159,0
1.0239643512275918,0.8982355084585621,0
-0.2025994660346765,-0.247866031568231,0
0.1332176704440746,0.3622879217451543,1
0.40940154390640404,-0.9415327636842148,1
-0.8066767181285781,-0.2523989646200564,0
0.18505563686089627,0.0919320812488002,0
-0.21107031507369575,0.7534239557784451,1
0.0969739218211606,-0.6498071433586328,1
1.0395727493873719,0.009896940653042988,0
0.5228926326214276,-0.2961778034793168,1
0.6531039119366578,-0.5126306575141455,1
-0.22830181211872808,0.16802665019705093,1
-0.3777373907761046,-0.28959895172834954,0
0.0857932941926153,1.1058670544008697,0
-0.1961454672394913,-0.31916308793639897,0
0.032949597029046956,-0.4669692536194301,0
0.217822006983047,0.3531825697057151,0
0.6488437541258396,-0.8149008231928836,1
0.9673818712638074,-0.7231190361053949,1
0.5125780517092169,0.07686885466838772,0
0.008080539494627139,-0.13484008559032223,0
-0.6016378970915066,0.7257630667244062,1
0.718551076042544,0.7049886663720565,0
-0.8175719118277195,0.9821011934904308,1
-0.3110813776998608,-0.13058420498496484,0
-0.479053038880819,-0.41014022077293005,0
0.18097467887116783,0.4474740271896716,0
-0.7313456508695758,0.356023331556656,1
-0.467695440566986,-0.09192728984006582,1
-0.6403561773286508,0.5826092929215637,1
-0.5710906401684582,-0.5307308865669258,0
-0.1544677460881,0.9617859016149529,1
0.8734088760478648,0.914756026134663,0
0.6998601562158995,-0.12352645856015076,1
0.8736472303273628,0.8656236199496922,0
-1.0122120166229782,-0.2682516602956592,0
0.9698578979484694,-0.14295532317471293,0
0.2228649130598314,-0.6208198112059018,1
0.04691214504181421,-0.34182566898517613,1
-0.011689640096908892,-0.6445545387003914,1
0.1678661125933078,0.2032943218515234,0
0.8843279141885325,0.44998498039977797,0
-0.934125983681142,-0.42705621380809566,0
-0.1886519390694102,0.7308316765225245,1
0.6385440282446994,-0.4198013793725355,1
-0.5592697766202275,-0.5214052137608978,0
-0.3001697511668074,0.41002694271054374,1
-0.19261009091841919,0.5025321829094024,1
-0.8919716197008489,-0.026536758663398857,0
-0.15924422048599746,-0.9535016271131687,0
