x,y,class
15.0,10.0,0
14.999238475781956,10.087262032186418,0
14.996954135095478,10.174497483512505,0
14.993147673772869,10.261679781214719,0
14.987820251299121,10.348782368720627,0
14.980973490458727,10.43577871373829,0
14.972609476841367,10.522642316338267,0
14.962730758206611,10.609346717025737,0
14.951340343707852,10.695865504800327,0
14.93844170297569,10.782172325201154,0
14.92403876506104,10.868240888334652,0
14.908135917238319,10.954044976882724,0
14.890738003669028,11.039558454088796,0
14.871850323926175,11.124755271719325,0
14.851478631379983,11.209609477998338,0
14.82962913144534,11.294095225512603,0
14.806308479691594,11.378186779084995,0
14.781523779815178,11.461858523613683,0
14.755282581475768,11.545084971874736,0
14.727592877996585,11.627840772285783,0
14.698463103929543,11.710100716628343,1
14.66790213248601,11.7918397477265,1
14.635919272833938,11.87303296707956,1
14.6025242672622,11.95365564244637,1
14.567727288213003,12.033683215379002,1
14.53153893518325,12.113091308703497,1
14.493970231495835,12.191855733945388,1
14.45503262094184,12.269952498697734,1
14.414737964294634,12.347357813929454,1
14.373098535696979,12.424048101231685,1
14.330127018922195,12.5,1
14.285836503510563,12.575190374550271,1
14.24024048078213,12.649596321166024,1
14.19335283972712,12.723195175075135,1
14.14518786277521,12.795964517353735,1
14.095760221444959,12.867882181755231,1
14.045084971874736,12.938926261462367,1
13.993177550236464,13.009075115760242,1
13.940053768033609,13.078307376628292,1
13.885729807284854,13.146601955249187,1
13.83022221559489,13.213938048432697,0
13.77354790111386,13.280295144952536,0
13.71572412738697,13.345653031794292,0
13.656768508095851,13.409991800312493,0
13.596699001693256,13.473291852294986,0
13.535533905932738,13.535533905932738,0
13.473291852294986,13.596699001693256,0
13.409991800312493,13.656768508095851,0
13.345653031794292,13.71572412738697,0
13.280295144952536,13.77354790111386,0
13.213938048432697,13.83022221559489,0
13.146601955249187,13.885729807284854,0
13.078307376628292,13.94005376803361,0
13.009075115760242,13.993177550236464,0
12.938926261462367,14.045084971874736,0
12.867882181755231,14.095760221444959,0
12.795964517353735,14.14518786277521,0
12.723195175075135,14.19335283972712,0
12.649596321166024,14.24024048078213,0
12.575190374550271,14.285836503510563,0
12.5,14.330127018922193,1
12.424048101231685,14.373098535696979,1
12.347357813929454,14.414737964294634,1
12.269952498697734,14.45503262094184,1
12.191855733945388,14.493970231495835,1
12.113091308703497,14.53153893518325,1
12.033683215379002,14.567727288213003,1
11.953655642446368,14.6025242672622,1
11.87303296707956,14.635919272833938,1
11.791839747726502,14.66790213248601,1
11.710100716628345,14.69846310392954,1
11.627840772285783,14.727592877996583,1
11.545084971874736,14.755282581475768,1
11.461858523613683,14.781523779815178,1
11.378186779084995,14.806308479691594,1
11.294095225512603,14.82962913144534,1
11.209609477998338,14.851478631379983,1
11.124755271719325,14.871850323926175,1
11.039558454088798,14.890738003669028,1
10.954044976882724,14.908135917238319,1
10.868240888334652,14.92403876506104,0
10.782172325201154,14.93844170297569,0
10.695865504800327,14.951340343707852,0
10.609346717025737,14.962730758206611,0
10.522642316338267,14.972609476841367,0
10.43577871373829,14.980973490458727,0
10.348782368720626,14.987820251299121,0
10.26167978121472,14.993147673772869,0
10.174497483512505,14.996954135095478,0
10.087262032186418,14.999238475781956,0
10.0,15.0,0
9.912737967813582,14.999238475781956,0
9.825502516487495,14.996954135095478,0
9.738320218785281,14.993147673772869,0
9.651217631279373,14.987820251299121,0
9.56422128626171,14.980973490458727,0
9.477357683661733,14.972609476841367,0
9.390653282974263,14.962730758206611,0
9.304134495199673,14.951340343707852,0
9.217827674798846,14.93844170297569,0
9.131759111665348,14.92403876506104,1
9.045955023117276,14.908135917238319,1
8.960441545911204,14.890738003669028,1
8.875244728280675,14.871850323926175,1
8.790390522001662,14.851478631379983,1
8.705904774487395,14.82962913144534,1
8.621813220915005,14.806308479691594,1
8.538141476386317,14.781523779815178,1
8.454915028125264,14.755282581475768,1
8.372159227714217,14.727592877996585,1
8.289899283371657,14.698463103929543,1
8.2081602522735,14.66790213248601,1
8.12696703292044,14.635919272833938,1
8.04634435755363,14.6025242672622,1
7.966316784620998,14.567727288213003,1
7.886908691296503,14.53153893518325,1
7.8081442660546125,14.493970231495835,1
7.730047501302266,14.45503262094184,1
7.652642186070546,14.414737964294634,1
7.575951898768315,14.373098535696979,1
7.500000000000001,14.330127018922195,0
7.424809625449729,14.285836503510563,0
7.350403678833976,14.24024048078213,0
7.276804824924864,14.19335283972712,0
7.204035482646267,14.14518786277521,0
7.132117818244769,14.095760221444959,0
7.061073738537635,14.045084971874736,0
6.990924884239758,13.993177550236464,0
6.921692623371708,13.94005376803361,0
6.853398044750813,13.885729807284855,0
6.786061951567303,13.83022221559489,0
6.719704855047464,13.773547901113862,0
6.654346968205709,13.71572412738697,0
6.590008199687508,13.656768508095853,0
6.526708147705014,13.596699001693256,0
6.464466094067262,13.535533905932738,0
6.403300998306744,13.473291852294986,0
6.343231491904148,13.409991800312493,0
6.28427587261303,13.345653031794292,0
6.22645209888614,13.280295144952536,0
6.1697777844051105,13.213938048432698,1
6.1142701927151455,13.146601955249187,1
6.059946231966391,13.078307376628292,1
6.006822449763535,13.00907511576024,1
5.954915028125264,12.938926261462367,1
5.9042397785550405,12.86788218175523,1
5.854812137224792,12.795964517353735,1
5.80664716027288,12.723195175075137,1
5.75975951921787,12.649596321166026,1
5.714163496489439,12.575190374550271,1
5.669872981077806,12.5,1
5.626901464303021,12.424048101231685,1
5.585262035705365,12.347357813929452,1
5.544967379058161,12.269952498697734,1
